Using Rizon 4 specifications
[2026-05-18 02:51:32.954] [info] | | | | | | | | | |  Flexiv RDK v1.9  | | | | | | | | | |
[2026-05-18 02:51:34.058] [info] [flexiv::rdk::Robot] Searching for [Rizon4R-062043] ...
[2026-05-18 02:51:34.109] [info] [flexiv::rdk::Robot] Connected to the robot
[2026-05-18 02:51:34.259] [info] [flexiv::rdk::Robot] Validated license: RDK-Professional
[2026-05-18 02:51:34.259] [info] [flexiv::rdk::Robot] Initialization complete
[2026-05-18 02:51:34.262] [info] Enabling robot ...
[2026-05-18 02:51:34.363] [info] Robot is now operational
[2026-05-18 02:51:34.383] [info] [flexiv::rdk::Robot] Control mode switched to [NRT_PRIMITIVE_EXECUTION]
[2026-05-18 02:51:34.403] [info] Zeroing force/torque sensors, make sure nothing is in contact with the robot
[2026-05-18 02:51:35.404] [info] Sensor zeroing complete
[2026-05-18 02:51:47.404] [info] Initialization complete
[2026-05-18 02:51:47.455] [info] [flexiv::rdk::Robot] Control mode switched to [RT_JOINT_TORQUE]
WARNING : Torque commanded on joint 0 too high (122.061), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (125.356), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (130.016), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (134.248), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (136.41), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (138.409), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (141.2), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (144.265), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (147.198), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (150.396), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (154.296), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (158.475), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (164.065), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (166.644), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (168.454), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (171.107), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (174.72), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (177.823), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (177.823), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (186.539), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (190.99), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (195.427), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (198.693), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (203.167), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (206.795), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (209.47), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (212.028), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (215.65), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (219.528), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (222.677), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (226.686), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (231.745), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (237.054), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (240.828), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (244.935), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (248.104), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (250.537), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (254.922), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (260.23), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (264.507), saturating to max value(120.54)
WARNING : Torque commanded on joint 0 too high (268.212), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-121.932), saturating to min value(-120.54)
WARNING : Torque commanded on joint 0 too high (272.403), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-123.752), saturating to min value(-120.54)
WARNING : Torque commanded on joint 0 too high (275.584), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-125.28), saturating to min value(-120.54)
WARNING : Torque commanded on joint 0 too high (279.79), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-127.216), saturating to min value(-120.54)
WARNING : Torque commanded on joint 0 too high (284.492), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-129.282), saturating to min value(-120.54)
WARNING : Torque commanded on joint 0 too high (288.694), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-131.07), saturating to min value(-120.54)
WARNING : Torque commanded on joint 0 too high (293.757), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-133.355), saturating to min value(-120.54)
WARNING : Torque commanded on joint 0 too high (298.053), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-135.429), saturating to min value(-120.54)
WARNING : Torque commanded on joint 0 too high (302.082), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-137.342), saturating to min value(-120.54)
WARNING : Torque commanded on joint 0 too high (306.802), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-139.403), saturating to min value(-120.54)
WARNING : Torque commanded on joint 0 too high (311.283), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-141.533), saturating to min value(-120.54)
WARNING : Torque commanded on joint 0 too high (316.261), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-143.832), saturating to min value(-120.54)
WARNING : Torque commanded on joint 0 too high (320.188), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-145.596), saturating to min value(-120.54)
WARNING : Torque commanded on joint 0 too high (324.371), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-147.542), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (62.8482), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (329.179), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-149.593), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (63.8174), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (332.234), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-151.059), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (64.3675), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (336.007), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-152.801), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (65.0972), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (340.083), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-154.508), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (65.8995), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (345.544), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-156.844), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (66.9877), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (349.902), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-158.942), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (67.8061), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (354.314), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-160.972), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (68.657), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (359.098), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-163.097), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (69.5481), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (364.717), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-165.694), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (70.6279), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (371.353), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-168.45), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (71.9621), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (376.105), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-170.45), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (72.912), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (380.663), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-172.718), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (73.7669), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (383.441), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-174.125), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (74.2477), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (388.822), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-176.368), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (75.3456), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (394.016), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-178.642), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (76.4035), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (399.725), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-181.132), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (77.4829), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (404.791), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-183.359), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (78.4733), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (409.039), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-185.397), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (79.296), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (412.591), saturating to max value(120.54)
WARNING : Torque commanded on joint 1 too low (-187.222), saturating to min value(-120.54)
WARNING : Torque commanded on joint 2 too high (79.947), saturating to max value(62.72)
WARNING : Torque commanded on joint 0 too high (417.465), saturating to max value(120.54)
